porto_origem,porto_destino,modal_logistico,volume_carga_ton,tipo_produto,tipo_embalagem,container_type,container_size,preco_combustivel_indice,taxas_impostos_percent,cambio_brl_eur_estimado,prazo_entrega_dias,custo_total_logistico_brl,ano,mes,dia_do_ano,dia_da_semana,semana_do_ano
Chancay,Rotterdam,marítimo,33.37062337590909,polpa de caju,containerizado,Reefer,40ft,1.667383404023204,13.08766011665751,6.186738915263301,53,136380.31058255475,2022,2,53,1,8
Cartagena,Le Havre,aéreo,28.845977385242712,polpa de goiaba,granel,Reefer,40ft,1.9488038779814412,16.029140302737378,5.927331237244779,16,155623.49420414265,2022,7,205,6,29
Salaverry,Hamburg,marítimo,8.104428871640627,polpa de caju,containerizado,Dry,20ft,1.501611893196352,6.248814480348635,6.251952685654382,26,52724.36855677691,2022,5,126,4,18
Pecém,Valencia,marítimo,48.57940741516114,polpa de goiaba,containerizado,Reefer,40ft,1.6278537333831702,12.480588762802698,5.754802966075388,19,191961.03687331078,2022,2,43,5,6
Pecém,Hamburg,marítimo,44.9225909732566,polpa de goiaba,granel,Reefer,40ft,1.0179868660423828,22.102116754799074,6.477479958657655,47,192738.769643199,2022,4,111,3,16
Paranaguá,Antwerp,multimodal,16.66514692153212,polpa de maracujá,containerizado,Reefer,20ft,1.183638866774889,18.821351263644836,6.443787364106908,48,90609.87760319193,2024,1,31,2,5
Cartagena,Rotterdam,aéreo,10.505235918296357,polpa de maracujá,containerizado,Reefer,40ft,1.8547931493325063,24.6365808829324,5.407675230644814,55,96282.39542603654,2024,4,118,5,17
Pecém,Le Havre,marítimo,47.40812891406456,polpa de caju,containerizado,Reefer,20ft,1.323843700442542,20.758390747522864,5.580465385301887,34,192215.8206439776,2022,4,95,1,14
Santa Marta,Antwerp,marítimo,25.751380004631493,polpa de acerola,containerizado,Reefer,20ft,1.2168653346945626,14.03019429783548,6.129064119456139,36,120667.2455634358,2024,6,170,1,25
Callao,Valencia,aéreo,19.002513414714613,polpa de caju,containerizado,Dry,40ft,1.4866191519462448,18.525609153990857,6.164905192966664,39,111149.31210542122,2022,12,360,0,52
Cartagena,Antwerp,marítimo,27.066111582433432,polpa de acerola,containerizado,Reefer,20ft,1.2453035423996852,20.51827351376578,6.3660487043603355,39,133026.69980080513,2024,6,170,1,25
Paita,Antwerp,marítimo,39.77348650458855,polpa de caju,containerizado,Reefer,20ft,1.0894336547171544,10.393673198426823,5.9789507504033805,52,146000.74511039277,2022,10,281,5,40
Paranaguá,Valencia,marítimo,12.577338423637451,polpa de manga,containerizado,Reefer,40ft,1.425787373716263,6.200357812311685,5.71268146536981,43,66919.52421547494,2023,10,302,6,43
Pecém,Antwerp,marítimo,39.53731250791882,polpa de manga,containerizado,Dry,40ft,1.2465376620483266,13.116945359970966,5.566477324481979,42,145787.1865094467,2022,4,93,6,13
Paranaguá,Le Havre,marítimo,38.72510545702394,polpa de acerola,containerizado,Dry,20ft,2.1990936135022547,7.893463242050305,5.628767827095533,41,149256.33547231427,2023,11,307,4,44
Paita,Hamburg,marítimo,29.27066921783959,polpa de maracujá,containerizado,Reefer,40ft,1.0939854503959947,10.544822395250037,6.2756077265860135,51,120332.70364723062,2022,3,61,2,9
Chancay,Antwerp,multimodal,43.96290299373118,polpa de acerola,containerizado,Reefer,20ft,2.121164855150038,23.936909909482665,6.470013265411092,21,217540.33340056057,2023,9,269,1,39
Chancay,Le Havre,marítimo,10.946452017643725,polpa de caju,containerizado,Reefer,40ft,1.5741945212248027,21.94165186445037,5.077863777379948,50,70229.38905479432,2024,12,345,1,50
Cartagena,Hamburg,marítimo,31.79655529995529,polpa de goiaba,containerizado,Reefer,40ft,2.0129819640240925,16.849276691353204,5.870366994560661,32,145151.1435034424,2024,10,299,4,43
Paita,Hamburg,marítimo,25.220437362581972,polpa de manga,containerizado,Reefer,20ft,1.0790341545000839,13.025134130647446,5.780080958091513,38,113202.19660738242,2023,8,239,6,34
Suape,Antwerp,marítimo,24.003145077612427,polpa de goiaba,containerizado,Reefer,20ft,2.3810559921843564,10.28660720415703,5.564213412272076,52,110611.26455022441,2023,11,317,0,46
Suape,Le Havre,marítimo,16.365248207128644,polpa de manga,containerizado,Reefer,20ft,2.151063545877414,16.429165594373334,6.277364664539261,10,96557.6826990837,2023,6,169,6,24
Cartagena,Antwerp,marítimo,21.75258455644586,polpa de caju,containerizado,Reefer,20ft,1.2102146078113392,15.663204993457851,5.863614525342381,29,107385.94136136267,2024,4,108,2,16
Santos,Valencia,aéreo,9.866784021064959,polpa de manga,containerizado,Reefer,40ft,1.3281765565410406,20.61561616763066,5.469674093350292,19,87394.53116093267,2023,10,280,5,40
Paranaguá,Hamburg,marítimo,16.321953639417135,polpa de acerola,containerizado,Reefer,20ft,1.9659943489592286,23.560403775281145,5.66615605750565,28,91645.98881106079,2022,8,233,6,33
Paranaguá,Antwerp,marítimo,17.238429850013716,polpa de goiaba,containerizado,Reefer,20ft,2.3823439064415255,11.57874602660038,5.535205336075832,32,93632.37716403387,2023,6,159,3,23
Chancay,Hamburg,marítimo,37.43005403570628,polpa de goiaba,containerizado,Reefer,40ft,1.6687485865093503,9.125942215135883,5.645128411574167,30,148699.8993156938,2022,12,346,0,50
Suape,Le Havre,multimodal,7.184769224398842,polpa de caju,containerizado,Reefer,20ft,1.7284491925327086,13.055992318914102,5.106898685515932,52,61494.05541729341,2024,12,340,3,49
Santa Marta,Rotterdam,marítimo,34.303653866788736,polpa de goiaba,containerizado,Dry,40ft,1.3567003920835445,13.750826048264083,5.167873724325383,44,141520.6721194023,2023,6,181,4,26
Buenaventura,Antwerp,marítimo,14.963445940693545,polpa de caju,containerizado,Reefer,20ft,1.5745163134316984,5.797405789687248,5.935537524955414,57,79930.97064453646,2024,3,64,0,10
Pecém,Antwerp,marítimo,8.683767766233228,polpa de maracujá,containerizado,Reefer,40ft,1.4290265542454585,22.233930643990455,6.026102566094657,41,56297.369756356326,2022,9,249,1,36
Pecém,Hamburg,aéreo,18.536277248844534,polpa de acerola,containerizado,Reefer,40ft,1.5258567244567196,24.911846773349907,5.954930622900447,19,116451.64607590751,2022,2,47,2,7
Pecém,Le Havre,marítimo,15.101279124287124,polpa de manga,containerizado,Reefer,40ft,1.0308964371330207,23.46417385423045,6.144613096095808,11,86071.45902652509,2022,8,214,1,31
Chancay,Valencia,marítimo,29.841456912793248,polpa de manga,containerizado,Reefer,20ft,1.0615911170083567,22.213299589738206,6.415301032216611,45,131677.63290055515,2022,8,239,5,34
Paita,Le Havre,marítimo,21.08193815515831,polpa de manga,granel,Reefer,20ft,2.0210298008633543,24.85200606919082,6.290927460338983,57,102599.5111694993,2024,12,350,6,50
Santa Marta,Antwerp,marítimo,48.469718408374675,polpa de maracujá,containerizado,Reefer,20ft,2.0226927833839428,23.156168639497725,5.627764369056865,15,207603.92691111303,2022,12,350,4,50
Salaverry,Valencia,marítimo,48.35973197258828,polpa de acerola,containerizado,Reefer,20ft,1.4953459005037524,18.767352414866345,5.326314705381913,52,192586.83295110532,2022,4,107,6,15
Suape,Le Havre,marítimo,24.967187110410777,polpa de goiaba,containerizado,Reefer,20ft,2.328193595130755,8.335132975443354,5.467778317401877,26,122413.6598526971,2024,4,101,2,15
Santa Marta,Rotterdam,marítimo,40.778935729711684,polpa de goiaba,containerizado,Reefer,40ft,1.3991681742998852,8.127002466737355,5.881612231917938,24,151978.49731137804,2022,2,48,3,7
Suape,Hamburg,marítimo,5.597084338739377,polpa de acerola,containerizado,Dry,40ft,1.5936771729608405,5.975594931267054,6.28431250168635,45,36034.32234062615,2022,12,337,5,48
Santa Marta,Le Havre,marítimo,29.65152131261612,polpa de acerola,containerizado,Reefer,40ft,2.097063436424734,13.236617343752329,6.052586185261321,33,142477.20306766775,2024,11,320,4,46
Buenaventura,Le Havre,marítimo,38.448462753814056,polpa de manga,containerizado,Reefer,40ft,2.1153521766860504,21.176481541800072,5.8145196571536015,49,172254.33754331793,2024,3,74,3,11
Santa Marta,Rotterdam,multimodal,14.762445143330115,polpa de goiaba,containerizado,Dry,40ft,2.2917486440577757,14.805918895978209,5.9028175393400515,38,72718.34512941529,2022,1,8,5,1
Santa Marta,Antwerp,multimodal,7.7527289824674686,polpa de acerola,containerizado,Reefer,40ft,1.0435885628589436,12.326434114231649,5.7923918205924565,59,64541.846222236854,2023,9,260,6,37
Santa Marta,Hamburg,marítimo,12.016352115790514,polpa de goiaba,containerizado,Reefer,40ft,1.2756380217117376,7.1847172839749955,6.4574412669944445,23,64504.150788175415,2023,12,354,2,51
Paranaguá,Le Havre,marítimo,24.883163922823567,polpa de acerola,containerizado,Reefer,40ft,1.9608576560050914,6.0350661818117635,6.224137178383341,11,115697.59718032173,2022,10,303,6,43
Santos,Valencia,marítimo,27.786713934031788,polpa de caju,granel,Reefer,40ft,1.5072996538546055,12.983582868472146,6.171915823101723,57,124707.26880782364,2023,10,274,6,39
Cartagena,Le Havre,aéreo,22.139830494894582,polpa de manga,containerizado,Reefer,40ft,1.0653425063963022,6.998507603674648,5.775993480295598,31,118987.9408711348,2022,2,56,4,8
Paranaguá,Hamburg,marítimo,24.798819516907102,polpa de acerola,containerizado,Reefer,40ft,1.8797000108600328,7.070963454759656,5.497714186354312,56,103082.85189152787,2023,12,361,2,52
Paita,Le Havre,marítimo,26.160573182417657,polpa de maracujá,containerizado,Reefer,40ft,1.5896097976972174,12.906968499412926,5.029271141506641,15,125649.06933556138,2023,6,161,5,23
Cartagena,Rotterdam,marítimo,39.62464977204933,polpa de acerola,containerizado,Reefer,40ft,1.5461422878160256,15.056869130054322,5.06514503653958,18,169939.0727843202,2023,4,109,2,16
Suape,Le Havre,aéreo,9.735885413494358,polpa de caju,containerizado,Reefer,40ft,1.3965464270287389,8.733657739490301,5.045356887743667,21,74432.85490252107,2022,1,28,4,4
Paita,Le Havre,marítimo,39.60277102217282,polpa de maracujá,containerizado,Reefer,40ft,1.008996839675444,18.69271372520874,6.470715150166588,51,167204.66353638374,2022,3,78,5,11
Cartagena,Valencia,marítimo,35.98822860327492,polpa de maracujá,granel,Reefer,20ft,1.2735400254559404,13.373840013656217,5.171723507701835,48,138259.61764342053,2022,12,365,5,52
Buenaventura,Rotterdam,marítimo,38.37473642643431,polpa de acerola,containerizado,Reefer,40ft,1.7113529467279076,6.838450754774321,5.213178279463712,14,159376.77272533093,2023,10,301,5,43
Buenaventura,Rotterdam,marítimo,38.05107736438953,polpa de caju,containerizado,Reefer,40ft,1.4136046796317103,17.740682491254304,5.7262249811871495,49,168589.09613585586,2023,6,161,5,23
Callao,Le Havre,marítimo,26.176631711080265,polpa de maracujá,containerizado,Reefer,20ft,2.311583018895183,12.138896373902776,5.722101750339738,53,119196.53366213625,2023,11,334,3,48
Salaverry,Valencia,marítimo,14.513008305240502,polpa de manga,containerizado,Reefer,40ft,1.2144994932345496,6.046429541525324,6.379960650927604,10,98161.93101315785,2024,6,153,5,22
Buenaventura,Le Havre,marítimo,29.14830069358118,polpa de manga,containerizado,Reefer,40ft,2.313010430554302,23.959631593343843,5.110299097509385,19,146326.55721054578,2024,10,301,6,43
Suape,Le Havre,multimodal,48.109192412409485,polpa de goiaba,containerizado,Reefer,20ft,1.6072387127435608,16.423939142113394,6.435858747735049,20,215197.08166633567,2024,10,297,2,43
Santos,Hamburg,marítimo,31.483655662701366,polpa de goiaba,containerizado,Reefer,40ft,1.4137604696030712,14.554407380612746,5.324585357511514,36,138760.50393013874,2024,7,189,6,27
Pecém,Hamburg,marítimo,5.497121534574992,polpa de caju,containerizado,Reefer,40ft,1.4564377877722592,22.182747897076695,6.455230713957249,32,51498.06370764435,2024,1,20,5,3
Callao,Valencia,marítimo,7.686990719437579,polpa de maracujá,containerizado,Dry,40ft,1.4951061892434883,23.734808586274497,5.811986148203924,29,51018.12165532639,2022,12,363,3,52
Pecém,Antwerp,marítimo,49.67885451215985,polpa de manga,containerizado,Reefer,40ft,1.759845977023567,9.406437363324226,5.978019118896545,14,204255.22606074318,2024,3,76,5,11
Santa Marta,Hamburg,aéreo,8.237586165774816,polpa de manga,containerizado,Reefer,40ft,1.5308234668957068,21.202890033500545,5.473593158990971,22,80120.68431040221,2024,1,9,1,2
Salaverry,Antwerp,marítimo,7.072032202020435,polpa de caju,containerizado,Reefer,40ft,1.9708095205572813,21.6215985354853,5.917735926649392,59,54507.6554021587,2024,11,309,0,45
Cartagena,Rotterdam,marítimo,20.88609212113949,polpa de maracujá,containerizado,Reefer,40ft,1.6377685106243967,6.08805589355198,6.066244669849096,19,96973.75834923693,2023,4,120,6,17
Chancay,Hamburg,multimodal,48.61927414712015,polpa de caju,containerizado,Dry,40ft,2.00746556452406,19.238882303565454,5.015555250938458,58,200239.2477874666,2022,1,28,4,4
Buenaventura,Hamburg,multimodal,19.340381917978956,polpa de acerola,containerizado,Dry,20ft,1.9066396275274031,6.25935763599154,5.051342637772556,45,96466.73038209893,2023,12,349,4,50
Santos,Valencia,multimodal,23.44478588938718,polpa de manga,containerizado,Reefer,40ft,1.366680958643892,16.893464927798014,6.479715517907449,50,120269.49151901525,2024,11,333,3,48
Salaverry,Antwerp,marítimo,33.53346775438545,polpa de caju,containerizado,Reefer,40ft,2.2191599317751325,18.38473554277348,5.686335657339223,59,145807.5066612278,2022,3,86,6,12
Pecém,Hamburg,marítimo,6.085032769687902,polpa de caju,containerizado,Dry,40ft,2.198472201659385,12.341173767019395,6.403726288154832,25,41519.53166676613,2022,5,126,4,18
Callao,Hamburg,marítimo,45.39936098836346,polpa de acerola,containerizado,Reefer,20ft,2.4834707005245633,22.61574993315316,6.094846425225003,16,213407.45823487098,2024,3,82,4,12
Buenaventura,Valencia,marítimo,28.374935789949447,polpa de goiaba,containerizado,Reefer,20ft,1.2625752016501846,21.010234139349446,5.559452461951078,41,127377.73345949882,2023,6,172,2,25
Suape,Valencia,marítimo,26.00649077018261,polpa de manga,containerizado,Reefer,40ft,2.271757328910528,23.519194272427924,5.226263006987795,34,123642.31623592452,2022,5,145,2,21
Buenaventura,Antwerp,marítimo,43.732699799298366,polpa de caju,containerizado,Reefer,40ft,2.3079713838139226,11.297790532619636,6.467227599575318,53,179945.46439836462,2022,1,25,1,4
Callao,Rotterdam,marítimo,47.88844652111096,polpa de manga,containerizado,Reefer,40ft,1.9632462499035552,5.4305560012362175,5.876744385647581,35,184978.03855019828,2022,3,67,1,10
Callao,Rotterdam,marítimo,24.054135424107564,polpa de goiaba,containerizado,Reefer,40ft,1.7595771666740356,21.229225339951043,5.28853493505275,45,110568.85209227043,2022,8,233,6,33
Chancay,Le Havre,marítimo,12.759848568195382,polpa de caju,containerizado,Dry,20ft,2.43588933425355,9.459547119928814,6.0224794704421205,37,63431.363898098614,2022,4,109,1,16
Buenaventura,Hamburg,marítimo,41.70691715009328,polpa de acerola,granel,Dry,40ft,2.4590378918144937,14.343120811341112,5.138072764745507,53,171975.7368721399,2022,4,111,3,16
Buenaventura,Antwerp,marítimo,23.146718955011924,polpa de manga,containerizado,Reefer,40ft,1.9625461845133017,21.346423437280613,6.30205591961024,21,111674.27773328431,2022,8,228,1,33
Santa Marta,Hamburg,aéreo,47.09954927802948,polpa de acerola,granel,Reefer,40ft,1.5393397868862437,9.322703573505816,5.135206020883008,35,197897.00528907505,2022,4,111,3,16
Chancay,Antwerp,marítimo,47.745454272394234,polpa de goiaba,containerizado,Reefer,20ft,2.225747775198916,11.238175255726475,5.354291537436754,13,199162.99600453585,2022,2,34,3,5
Paita,Antwerp,marítimo,10.167306427461627,polpa de goiaba,containerizado,Reefer,40ft,1.1338832008223845,13.781599726755783,5.137146208141063,53,58126.04753990664,2023,9,258,4,37
Paita,Antwerp,multimodal,48.04492852997831,polpa de manga,containerizado,Reefer,20ft,1.4358934660446796,10.43649700330882,5.155680825274199,32,200022.5402385013,2024,1,18,3,3
Santa Marta,Hamburg,marítimo,21.572164645030444,polpa de goiaba,containerizado,Reefer,40ft,2.4783314421592753,14.226428460056573,5.785751230488774,49,104233.87258797308,2023,8,230,4,33
Cartagena,Valencia,multimodal,34.08136329457357,polpa de maracujá,containerizado,Reefer,40ft,2.221500080810454,5.191932889890534,6.030484703839088,33,156231.17099795828,2023,3,60,2,9
Paita,Hamburg,marítimo,6.5637536780320715,polpa de manga,containerizado,Reefer,40ft,2.4093737073536854,9.243759455026545,6.182722675018931,40,51458.0146531738,2023,9,248,1,36
Santa Marta,Antwerp,marítimo,44.99979233377247,polpa de maracujá,containerizado,Reefer,40ft,1.8921918570786356,21.65106719325951,6.04258293440314,39,194175.47475587032,2023,11,327,3,47
Paranaguá,Le Havre,marítimo,33.87187982051892,polpa de goiaba,containerizado,Dry,40ft,1.611508687222174,13.269639170260014,5.545234718054107,12,147371.27201365095,2022,11,315,4,45
Buenaventura,Rotterdam,marítimo,33.95995101303886,polpa de manga,containerizado,Reefer,20ft,2.469535155086557,17.728115354838792,5.83593168057058,25,159309.17975673158,2024,5,147,6,21
Santa Marta,Antwerp,aéreo,45.597927198986774,polpa de maracujá,containerizado,Reefer,40ft,1.464138378785732,9.645758552710848,6.391496111642346,43,204203.10300675454,2023,10,297,1,43
Santos,Le Havre,marítimo,27.87562287083044,polpa de goiaba,containerizado,Reefer,20ft,2.136121418363385,17.99757328897332,5.581364923631083,47,124708.04773077107,2022,10,277,1,40
Buenaventura,Valencia,marítimo,23.473248816314776,polpa de caju,containerizado,Dry,40ft,1.8373104368503124,24.999477352925137,5.378606553542186,37,123758.50441710843,2023,9,259,5,37
Paranaguá,Antwerp,marítimo,43.97579385315423,polpa de caju,containerizado,Reefer,20ft,1.342760718271698,16.9057527879361,5.778979033341381,58,175589.97494530628,2023,5,151,2,22
Paranaguá,Le Havre,marítimo,38.40892303421292,polpa de acerola,containerizado,Reefer,40ft,1.026224931112814,17.567171252838175,5.446002817763147,53,158332.93771203767,2024,4,113,0,17
Pecém,Antwerp,marítimo,47.703904923420545,polpa de caju,containerizado,Reefer,40ft,1.575646135756125,7.23039648923995,5.392725577942814,50,177761.25732878523,2022,12,350,4,50
Buenaventura,Hamburg,marítimo,47.30548519897397,polpa de maracujá,containerizado,Reefer,20ft,1.8215280893159629,13.067629433319691,6.168204951879895,57,195889.09800388772,2024,4,93,1,14
Salaverry,Le Havre,marítimo,22.204677405210813,polpa de caju,containerizado,Reefer,20ft,1.2747856014302,22.214497969657792,6.336253786096304,16,111088.99468308766,2024,1,29,0,5
Paranaguá,Hamburg,marítimo,25.114383056363806,polpa de manga,containerizado,Reefer,40ft,1.62183232879184,21.685439473166646,5.753475024123428,17,135985.53450351316,2024,6,169,0,25
Santos,Hamburg,marítimo,16.519322920585033,polpa de manga,granel,Reefer,40ft,1.92278489598844,15.447982207226438,6.169674322951037,16,91653.97568579754,2022,8,243,2,35
Chancay,Le Havre,marítimo,34.72915501123555,polpa de manga,granel,Dry,40ft,2.0723846896316864,23.06908299475545,5.280634139295862,46,153946.85687702443,2023,6,178,1,26
Cartagena,Rotterdam,marítimo,21.404388653999895,polpa de caju,containerizado,Reefer,20ft,1.079113794859806,7.858740364114361,5.821464519553771,16,105062.48551471843,2024,11,334,4,48
Pecém,Le Havre,aéreo,40.374529097345196,polpa de caju,containerizado,Reefer,40ft,1.9962712327035412,18.163788093230504,5.954299914058499,59,195915.97053483003,2022,8,229,2,33
Chancay,Rotterdam,marítimo,10.469784232890973,polpa de acerola,containerizado,Reefer,40ft,1.0850009633165798,9.977671530043908,5.735996251725158,27,65865.48668532327,2023,7,183,6,26
Pecém,Antwerp,marítimo,10.238128302458566,polpa de goiaba,containerizado,Reefer,40ft,1.0422782430390156,17.911228102104733,5.1753203245222945,57,67966.3993060271,2024,7,190,0,28
Santos,Antwerp,marítimo,14.20049216387286,polpa de acerola,granel,Reefer,20ft,1.2286180388657586,6.747993782103916,6.101150347728616,48,58959.020103721836,2022,1,6,3,1
Callao,Le Havre,marítimo,8.793148479683607,polpa de maracujá,containerizado,Reefer,40ft,1.9804660858173482,23.872181902098774,6.258617265784249,30,67168.52331341094,2023,4,103,3,15
Buenaventura,Antwerp,marítimo,32.90142234552056,polpa de manga,containerizado,Reefer,20ft,1.079232164326685,20.726640791809853,5.952839382472188,43,134809.97367791572,2022,3,75,2,11
Santa Marta,Valencia,marítimo,11.630874470753238,polpa de caju,containerizado,Reefer,20ft,1.0313443183083613,9.019231297917816,5.253741502425241,58,50185.193548736206,2022,1,4,1,1
Suape,Hamburg,marítimo,12.19833128604444,polpa de goiaba,containerizado,Reefer,40ft,1.1769392670213308,17.745531371440748,5.111828659772814,36,65326.92007969136,2023,10,281,6,40
Salaverry,Hamburg,marítimo,5.6402700678124695,polpa de goiaba,containerizado,Dry,20ft,2.4245814860658568,20.18291281074942,5.452405862261719,17,46783.53558595888,2022,4,118,3,17
Chancay,Rotterdam,marítimo,40.194050658062444,polpa de caju,containerizado,Reefer,40ft,2.360916624890825,9.188916436587217,5.055485167775629,43,174641.92426286195,2024,5,151,3,22
Buenaventura,Antwerp,marítimo,41.553322494056644,polpa de acerola,containerizado,Reefer,20ft,1.129698962649481,6.866606154279542,6.258828515679401,27,156824.7731857675,2023,5,139,4,20
Salaverry,Rotterdam,marítimo,12.291008736399787,polpa de goiaba,containerizado,Reefer,20ft,1.4560197752748445,12.035595321913997,6.054590660105314,50,69616.99981005129,2024,8,217,6,31
Callao,Hamburg,marítimo,38.2785995420251,polpa de acerola,containerizado,Reefer,20ft,2.4209386585709,7.71508682390464,5.845532991500944,21,166606.1972679483,2023,7,209,4,30
Suape,Hamburg,aéreo,24.509530542081183,polpa de caju,containerizado,Dry,40ft,1.1465315101847517,16.314234102084587,6.334448755225598,31,128644.78918679815,2022,7,194,2,28
Salaverry,Antwerp,marítimo,15.78176973344261,polpa de acerola,containerizado,Reefer,20ft,1.1418939729715514,13.4822981914683,5.165140249655106,49,82520.639680468,2024,4,117,4,17
Salaverry,Valencia,marítimo,32.962307363322296,polpa de manga,containerizado,Reefer,20ft,1.1290058466020934,14.248486762018109,6.07168962481405,31,135098.42868875322,2023,12,350,5,50
Chancay,Valencia,marítimo,13.031783345618816,polpa de caju,containerizado,Reefer,20ft,2.464714358648014,15.85726954682415,5.219948310399762,17,77712.67343584691,2024,11,320,4,46
Paita,Antwerp,aéreo,39.05976234438659,polpa de caju,containerizado,Reefer,40ft,2.114662769923649,24.64104291885203,5.091388140153027,51,195985.05842125075,2022,6,173,2,25
Suape,Antwerp,marítimo,7.142685240674826,polpa de goiaba,containerizado,Reefer,40ft,1.3217265510389478,20.85271332802218,5.199356761057048,37,52389.43388076103,2022,11,326,1,47
Buenaventura,Rotterdam,marítimo,48.16089198175615,polpa de goiaba,containerizado,Dry,40ft,1.0689208919447544,17.589429899657013,6.426410136062927,59,197264.2287063892,2024,4,106,0,16
Callao,Antwerp,marítimo,8.2343864168881,polpa de goiaba,containerizado,Reefer,40ft,2.4478622633673,12.274112289586723,5.660650076987059,56,56887.81110988779,2023,12,359,0,52
Suape,Valencia,marítimo,31.075178866191038,polpa de manga,containerizado,Reefer,20ft,1.6382335626395368,5.541387062739302,5.073493544334253,41,127290.11288264542,2022,8,225,5,32
Santos,Antwerp,marítimo,45.598743055507036,polpa de manga,containerizado,Reefer,40ft,1.8975630824424619,7.330552214375034,5.87545197238225,20,191530.07537887644,2023,6,167,4,24
Paita,Rotterdam,marítimo,5.5357010981532655,polpa de maracujá,containerizado,Dry,40ft,1.418794350247188,19.617345010787673,5.299571099198847,30,36924.92589252162,2022,4,113,5,16
Santos,Rotterdam,multimodal,27.433150744507568,polpa de caju,containerizado,Reefer,20ft,2.137540483436399,12.384078564838457,5.01025461538965,35,134260.3413921682,2022,5,140,4,20
Callao,Rotterdam,marítimo,20.750313393980598,polpa de goiaba,containerizado,Reefer,40ft,1.2952035188410247,11.688748716852897,6.137578691666015,23,100102.84161257865,2023,7,194,3,28
Chancay,Rotterdam,marítimo,31.114948561605907,polpa de caju,containerizado,Reefer,40ft,2.1803679000632714,22.779567171816982,5.232294618379797,24,136171.40406064657,2022,1,1,5,52
Chancay,Le Havre,aéreo,15.145582403194641,polpa de acerola,containerizado,Reefer,20ft,1.345904565002552,14.690177810275422,6.413729708539814,23,100167.01790937361,2022,3,90,3,13
Callao,Antwerp,marítimo,7.9204647754276145,polpa de manga,containerizado,Reefer,20ft,1.1468683385262153,22.991541148262193,5.889199803179859,21,61380.61854157311,2023,10,289,0,42
Pecém,Hamburg,multimodal,33.16698665819182,polpa de maracujá,containerizado,Reefer,20ft,1.7182338317962054,22.732770208043995,5.13049373381096,45,152898.96402226636,2022,11,320,2,46
Callao,Antwerp,marítimo,23.758215777203112,polpa de acerola,containerizado,Reefer,40ft,2.219825210343476,6.603625834291089,5.326736643008244,12,122776.85543548981,2022,5,139,3,20
Paita,Le Havre,marítimo,33.01184924178034,polpa de caju,containerizado,Reefer,20ft,1.577297044693254,23.907259568670714,5.916266955889766,53,153675.9516348127,2024,4,115,2,17
Paranaguá,Rotterdam,marítimo,14.474261607702932,polpa de manga,containerizado,Reefer,40ft,1.04331047600392,6.539097672151149,5.507169092072715,16,72766.70945801756,2022,9,259,4,37
Chancay,Le Havre,marítimo,20.243356832906684,polpa de goiaba,containerizado,Reefer,20ft,1.8299645684473957,24.270122304944255,5.798214576573639,48,106039.44501890967,2024,6,172,3,25
Cartagena,Valencia,marítimo,30.275662521407465,polpa de acerola,containerizado,Dry,20ft,2.0207070833852914,14.052298351987806,6.199268069894555,55,130838.54375180352,2023,11,325,1,47
Paita,Valencia,multimodal,31.690075024612728,polpa de manga,containerizado,Reefer,20ft,2.1110424180040104,20.217213515091526,6.188902262356329,10,160599.56425536575,2022,1,10,0,2
Santa Marta,Antwerp,multimodal,21.754166349841935,polpa de caju,containerizado,Reefer,20ft,1.6028874314639259,19.122887343797068,6.046980205974594,48,114094.13586804521,2022,9,261,6,37
Paita,Antwerp,marítimo,17.60239425274504,polpa de caju,containerizado,Reefer,20ft,1.1455294472386008,15.36989948649057,6.329081459194979,34,78143.84229682983,2022,6,172,1,25
Paita,Hamburg,marítimo,17.316528326986813,polpa de acerola,containerizado,Dry,40ft,1.8764896516950795,17.389096376712864,5.299041037366845,40,93242.44319598046,2024,6,168,6,24
Salaverry,Hamburg,marítimo,12.861470813940429,polpa de acerola,containerizado,Reefer,40ft,1.4943218278572727,23.998363629983896,5.265862232826521,31,65561.36010668,2022,1,13,3,2
Paita,Valencia,aéreo,19.643223304831423,polpa de acerola,granel,Reefer,40ft,2.4203312234122794,23.547029813264807,6.199024274380146,19,121242.09083991116,2022,11,321,3,46
Chancay,Rotterdam,marítimo,13.974815165594897,polpa de maracujá,containerizado,Reefer,20ft,1.7540681620919916,18.086521005181737,5.481334019341723,27,72325.31245516692,2022,11,329,4,47
Paranaguá,Le Havre,marítimo,33.52169328034752,polpa de goiaba,containerizado,Reefer,40ft,1.708399070198468,18.154373578690503,5.768273619668672,22,155489.6094365096,2024,2,55,5,8
Paranaguá,Hamburg,marítimo,30.608014920894032,polpa de manga,containerizado,Reefer,40ft,1.4638142984775353,9.938773867836762,6.115928223079319,17,144386.64134699528,2024,2,47,4,7
Paita,Hamburg,marítimo,22.216497065191405,polpa de caju,containerizado,Dry,20ft,1.5081797580753218,21.572469894362477,5.593898538941522,18,114355.50396128283,2024,6,181,5,26
Santa Marta,Rotterdam,multimodal,19.66235089718275,polpa de caju,containerizado,Dry,40ft,1.769132176119868,17.652066660041537,5.19524345029132,24,97929.29665894502,2022,11,318,0,46
Santos,Rotterdam,marítimo,15.692639008758913,polpa de goiaba,containerizado,Reefer,20ft,1.4599971929724922,21.524975839968608,6.019185802680937,17,84993.22350579916,2022,8,236,2,34
